SchName,name,subcategory,latitude_node,longitude_node,is_business,is_food,longitude_neighborhood,latitude_neighborhood
אזור תעשיה מפרץ,EVENT,restaurant,35.0551079,32.8096712,True,True,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,,supermarket,35.0571649,32.8084011,True,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,Max Stock,variety_store,35.0546164,32.8177899,True,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,יינות ביתן (סגור),supermarket,35.067036,32.810224,True,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,מרכז קניות מסחרי I Way,mall,35.070552,32.812313,False,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,משרד הרישוי,government,35.0514139,32.8024872,False,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,אגד - מתחם קריות,bus_station,35.0520399,32.8174154,False,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,אייבורי הקריות,computer,35.0534825,32.8078396,True,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,Auto Depot,car_parts,35.0567488,32.8097428,True,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,Eldan,car_rental,35.060072,32.8064998,True,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,Hertz,car_rental,35.0588323,32.8063296,True,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,Одеяло,furniture,35.0539991,32.8085909,True,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,תמנונ,clothes,35.0729026,32.81149,True,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,מחסני תאורה,lighting,35.0721207,32.8122415,False,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,עד העצם,restaurant,35.0720927,32.8123002,True,True,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,Big Electric,electronics,35.0721815,32.8121809,True,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,Select,clothes,35.0722714,32.8121099,True,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,Pizza Hut,restaurant,35.0717854,32.8119259,True,True,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,FOX,clothes,35.0725881,32.8118778,True,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,Castro,clothes,35.0723919,32.8120257,True,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,פרפקט מותגים +Snickers,clothes,35.0728556,32.8114416,True,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,Renuar,clothes,35.0725992,32.8111931,True,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,Super-Pharm,pharmacy,35.0723532,32.8109794,True,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,מחסני חשמל,electronics,35.0722781,32.8109365,True,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,Delta,clothes,35.0721413,32.8108126,True,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,Gali,clothes,35.0719589,32.8106638,True,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,XO - ליקר מרקט,alcohol,35.0709048,32.8112702,False,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,גרעיני עפולה החמניה,nuts,35.0707734,32.8111439,False,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,Mobile Star,mobile_phone,35.0706929,32.8110583,True,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,DAR,car,35.0701618,32.8098996,False,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,הילה,jewelry,35.0700465,32.8098037,True,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,Hair Center,cosmetics,35.0692405,32.8097541,True,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,,fuel,35.0690943,32.809611,False,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,חרש עץ,craft,35.0687322,32.8094126,True,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,פולק,hardware,35.0684077,32.8090745,True,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,Moshe Alul,cosmetics,35.0681904,32.8089437,True,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,Constructa,hardware,35.0675762,32.8086304,True,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,להט,hardware,35.0674501,32.8085875,True,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,חשמל ישיר,electronics,35.0670987,32.8083463,True,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,הוילוניה,studio,35.0658354,32.8080239,False,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,מדיה מחשבים,computer,35.0657093,32.8079766,True,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,ענק הוילונות,curtain,35.065468,32.8079022,True,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,גלגלים מערכות הנעה,hardware,35.0653338,32.8078819,True,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,גיאליין,furniture,35.0650763,32.8078594,True,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,אייס,hardware,35.0729815,32.8116829,True,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,,bakery,35.0545772,32.8058201,True,True,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,תחנת דלק מיקה ודור אל,fuel,35.0597118,32.8083608,False,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,Burger Ranch,yes,35.0710299,32.8112352,False,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,פעמית סטור,plastics,35.0710625,32.8112064,True,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,מחסני מזון,supermarket,35.0715745,32.810799,True,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,Aeroflex,bed,35.0715142,32.8108475,True,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,H&O,clothes,35.0713518,32.8109721,True,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,KIWI,clothes,35.0712458,32.8110544,True,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,ארנקי אולגה,yes,35.0711909,32.8111063,False,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,אופטיקה הלפרין,optician,35.071164,32.8111254,True,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,ארנקי אולגה,yes,35.0711386,32.8111446,False,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,שקם אלקטריק,electronics,35.0710928,32.8111867,True,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,Aeroflex Home,home,35.0720401,32.8107269,True,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,MINI SO,home,35.0722146,32.8108833,True,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,TWENTYFOURSEVEN,clothes,35.0726862,32.8112828,True,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,ONOT & Jump,clothes,35.0727432,32.8113395,True,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,rebar,restaurant,35.0729105,32.8112878,True,True,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,,toilets,35.0728751,32.8113069,False,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,GOLBARY SACARA,clothes,35.0727949,32.8113904,True,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,פלאפל,fast_food,35.0730668,32.8113968,True,True,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,iJump,trampoline_park,35.0732208,32.8114972,False,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,הבורקס הבולגרי,fast_food,35.0729644,32.8115607,True,True,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,Crazy Line,clothes,35.0727079,32.8117902,True,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,RUBEN,restaurant,35.0720973,32.8123654,True,True,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,ארומה,cafe,35.0716509,32.8119158,True,True,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,מפעל הפיס,yes,35.0722687,32.8110357,False,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,ג'אפניקה,restaurant,35.0735848,32.8104071,True,True,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,TO GO,shoes,35.0736715,32.8104922,True,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,BeautyCare,yes,35.0737558,32.8105559,False,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,טרקלין חשמל,electronics,35.0738287,32.8106351,True,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,DUTI MOTY,beauty,35.0739047,32.810704,True,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,א.ל.מ,electronics,35.0739807,32.8107704,True,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,NYOU,shoes,35.0740688,32.8108394,True,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,עידן2000,toys,35.0741417,32.8109007,True,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,Nike Factory Store,clothes,35.0742724,32.8109339,True,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,ניצת הדובדבן,supermarket,35.0740944,32.8111047,True,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,סטימצקי,books,35.0740359,32.8111592,True,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,קרביץ,stationery,35.0739847,32.8112028,True,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,עולם של חיות,pet,35.0739292,32.8112518,False,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,למטייל,travel,35.0738679,32.8113053,True,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,King Kong,yes,35.0737911,32.8113607,False,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,BENEDICT,restaurant,35.0733253,32.8100209,True,True,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,Eat Vinny,restaurant,35.0732283,32.8101859,True,True,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,בורגר סאלון,restaurant,35.0731286,32.8101332,True,True,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,פרש קיטשן,restaurant,35.0730407,32.8100659,True,True,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,LEGGENDA,fast_food,35.0729643,32.810023,True,True,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,Decathlon,sports,35.0728123,32.8098984,True,False,35.055518134725375,32.813367547382306
אזור תעשיה מפרץ,ביגה,restaurant,35.0550493,32.807922,True,True,35.055518134725375,32.813367547382306
בתי זיקוק,,,,,,,35.0620639668126,32.79171595271719
מכון טיהור,יס פלנט,cinema,35.0384562,32.7936907,False,False,35.0457487471718,32.790649881348656
מכון טיהור,,parking,35.038283,32.7937653,False,False,35.0457487471718,32.790649881348656
מכון טיהור,,parking,35.0361288,32.793071,False,False,35.0457487471718,32.790649881348656
מכון טיהור,פז,fuel,35.0388927,32.7876142,False,False,35.0457487471718,32.790649881348656
מכון טיהור,פז,fuel,35.0382487,32.7880756,False,False,35.0457487471718,32.790649881348656
מכון טיהור,סוכנות לקסוס,car,35.0384883,32.7908441,False,False,35.0457487471718,32.790649881348656
מכון טיהור,שווארמה חזן,fast_food,35.0379527,32.7924445,True,True,35.0457487471718,32.790649881348656
מכון טיהור,בית חולים אסותא,hospital,35.0378769,32.793711,False,False,35.0457487471718,32.790649881348656
מכון טיהור,מקדונלד'ס,fast_food,35.0361391,32.7933642,True,True,35.0457487471718,32.790649881348656
מכון טיהור,מודיעין אגד,information,35.0351322,32.7920356,False,False,35.0457487471718,32.790649881348656
מכון טיהור,מודיעין אגד,information,35.0348693,32.7924821,False,False,35.0457487471718,32.790649881348656
מכון טיהור,,cafe,35.040755,32.7892023,True,True,35.0457487471718,32.790649881348656
מכון טיהור,,optician,35.0409228,32.7895147,True,False,35.0457487471718,32.790649881348656
"צומת הקריות, חוף שמן",Shlomo Car Rental,car_rental,35.0349487,32.7909341,True,False,35.02264982955195,32.80051531337662
"צומת הקריות, חוף שמן",פז,fuel,35.0157239,32.807388,False,False,35.02264982955195,32.80051531337662
"צומת הקריות, חוף שמן",דור אלון,fuel,35.0167805,32.8065406,False,False,35.02264982955195,32.80051531337662
"צומת הקריות, חוף שמן",,fire_station,35.0213126,32.7990705,False,False,35.02264982955195,32.80051531337662
"צומת הקריות, חוף שמן",Avis,car_rental,35.0344808,32.7914315,True,False,35.02264982955195,32.80051531337662
"צומת הקריות, חוף שמן",,parking,35.0057214,32.8109119,False,False,35.02264982955195,32.80051531337662
"צומת הקריות, חוף שמן",תפוז,fuel,35.0375659,32.7830885,False,False,35.02264982955195,32.80051531337662
"צומת הקריות, חוף שמן",,post_office,35.0306891,32.7881176,False,False,35.02264982955195,32.80051531337662
"צומת הקריות, חוף שמן",צמיגי ארגמן,tyres,35.0352344,32.7874504,False,False,35.02264982955195,32.80051531337662
"צומת הקריות, חוף שמן",מכון בדיקת רכב צ'קפוינט,car_repair,35.0355404,32.7873104,True,False,35.02264982955195,32.80051531337662
"צומת הקריות, חוף שמן",בית קבלה לעם,community_centre,35.0344554,32.7905842,False,False,35.02264982955195,32.80051531337662
"צומת הקריות, חוף שמן",,atm,35.0335567,32.7925339,False,False,35.02264982955195,32.80051531337662
"צומת הקריות, חוף שמן",,vending_machine,35.0335874,32.792509,False,True,35.02264982955195,32.80051531337662
"צומת הקריות, חוף שמן",,lottery,35.0346091,32.7926376,True,False,35.02264982955195,32.80051531337662
"צומת הקריות, חוף שמן",,vending_machine,35.0345501,32.7926433,False,True,35.02264982955195,32.80051531337662
"צומת הקריות, חוף שמן",,vending_machine,35.034581,32.7926475,False,True,35.02264982955195,32.80051531337662
"צומת הקריות, חוף שמן",מרכז שירות סופרבוס,information,35.0339842,32.792694,False,False,35.02264982955195,32.80051531337662
"צומת הקריות, חוף שמן",ثانوية النجاح,school,35.0345448,32.7906974,False,False,35.02264982955195,32.80051531337662
"צומת הקריות, חוף שמן","קח""ן מוטורס",car,35.0338273,32.7903851,False,False,35.02264982955195,32.80051531337662
"צומת הקריות, חוף שמן","יואב גוספריד בע""ם",hardware,35.0336127,32.7903084,True,False,35.02264982955195,32.80051531337662
"צומת הקריות, חוף שמן",Suzuki,car,35.0333539,32.7901675,False,False,35.02264982955195,32.80051531337662
"צומת הקריות, חוף שמן",עמודי שלמה,houseware,35.0329113,32.7899894,True,False,35.02264982955195,32.80051531337662
"צומת הקריות, חוף שמן",Green,furniture,35.03166,32.7895395,True,False,35.02264982955195,32.80051531337662
"צומת הקריות, חוף שמן",מוצצים,baby_goods,35.0313851,32.7894922,True,False,35.02264982955195,32.80051531337662
"צומת הקריות, חוף שמן",קאזה בלה תאורה,lighting,35.031023,32.7893445,False,False,35.02264982955195,32.80051531337662
"צומת הקריות, חוף שמן",מסובין,furniture,35.0303122,32.7893073,True,False,35.02264982955195,32.80051531337662
"צומת הקריות, חוף שמן",שווארמה ופלאפל המרכז,fast_food,35.0297423,32.789128,True,True,35.02264982955195,32.80051531337662
"צומת הקריות, חוף שמן",האוכל של מאמא,fast_food,35.0296725,32.7891089,True,True,35.02264982955195,32.80051531337662
"צומת הקריות, חוף שמן",קופי שופ,cafe,35.0296283,32.789101,True,True,35.02264982955195,32.80051531337662
"צומת הקריות, חוף שמן",שיפודי הצ'קפוסט,fast_food,35.0295009,32.7890773,True,True,35.02264982955195,32.80051531337662
"צומת הקריות, חוף שמן",קפה דנדי,lottery,35.0295626,32.789092,True,False,35.02264982955195,32.80051531337662
"צומת הקריות, חוף שמן",דור אלון,fuel,35.0168154,32.8040697,False,False,35.02264982955195,32.80051531337662
"צומת הקריות, חוף שמן",אלונית,convenience,35.0166906,32.8038769,True,False,35.02264982955195,32.80051531337662
"צומת הקריות, חוף שמן",ATC Trail Camera,camera,35.0326619,32.7909342,True,False,35.02264982955195,32.80051531337662
"צומת הקריות, חוף שמן",תל ראן,college,35.0324637,32.7908804,False,False,35.02264982955195,32.80051531337662
"צומת הקריות, חוף שמן",רמי לוי,supermarket,35.0303674,32.7868402,True,False,35.02264982955195,32.80051531337662
"צומת הקריות, חוף שמן",,car_wash,35.0182575,32.8035573,False,False,35.02264982955195,32.80051531337662
"צומת הקריות, חוף שמן",בבה פארטס- אביזרים לרכב,car_parts,35.0333535,32.7908336,True,False,35.02264982955195,32.80051531337662
"צומת הקריות, חוף שמן",,vending_machine,35.0336192,32.7930487,False,True,35.02264982955195,32.80051531337662
פארק הקישון,Shavit,marina,35.0305869,32.8056256,False,False,35.0356288746698,32.80896126053638
פארק הקישון,צער בעלי חיים,veterinary,35.0379837,32.8075249,True,False,35.0356288746698,32.80896126053638
